business_name,address,mall_center,city,state,zip,mall
CAMELOT AMUSEMENT & VENDING,6  PLAUDERVILLE AVE.,,GARFIELD,NJ,07026-2509,False
PLAYWRIGHT AMUSEMENT,109  MONROE ST.,,HOBOKEN,NJ,07030-6510,False
LORONO VENDING,25  O'BRIEN ST.,,KEARNEY,NJ,07032-4210,False
A & R AMUSEMENTS,731  BOULEVARD,,KENNILWORTH,NJ,07033-1703,False
PAUL'S VENDING,432  ALLEN,,LINDEN,NJ,07036,False
TIME-OUT,112  EISENHOWER PKWY.,LIVINGSTON MALL,LIVINGSTON,NJ,07039-4908,True
FUN TIME,558  BLOOMFIELD AVE.,,MONTCLAIR,NJ,07042-2805,False
CONTI VENDING SERVICE,52  WILDWOOD AVE.,,UPPER MONTCLAIR,NJ,07043-2409,False
RELIABLE VENDING & AMUSEMENT,17  FOREST AVE.,,VERONA,NJ,07044-,False
GAMETIME AMUSEMENTS,710  90th ST.,,NORTH BERGEN,NJ,07047-,False
VIDEO MAGIC ARCADE,7405  BERGENLINE AVE.,,NORTH BERGEN,NJ,07047-5438,True
PETRINI VENDING,16  LINDSLEY AVE.,,WEST ORANGE,NJ,07052-5310,False
GREEN ACORN ARCADE,565  MAIN AVE.,,PASSAIC,NJ,07055-,True
GAME TOWN,13  HOOK MOUNTAIN RD.,,PINE BROOK,NJ,07058-9727,False
SHERMAT ARCADE,P O BOX 101-A,17th & BAY AVE. (BEACH HAVEN),RAHWAY,NJ,07065-,True
GREAT ESCAPE GAME ROOM,84  MEADOW RD.,,RUTHERFORD,NJ,07070-2107,False
B & C VENDING,268  ORIENTAL PL.,,LYNDHURST,NJ,07071-1703,False
"THREE ""B"" VENDING",210  NORWOOD AVE.,,SOUTH PLAINFIELD,NJ,07080-5023,False
RUNYON MUSIC & GAMES,135  HWY. 22 E.,,SPRINGFIELD,NJ,07081-3182,False
FUNSTOP,"55  FADEM RD., P O BOX 513",,SPRINGFIELD,NJ,07081-3187,False
EVERGREEN VENDING,1396  STUYVESANT AVE.,,UNION,NJ,07083-5360,False
BEE LINE VIDEO ARCADE,2913  BERGENLINE AVE.,,UNION CITY,NJ,07087-3809,True
CENTURY AMUSEMENTS,236  AVON RD.,,WESTFIELD,NJ,07090-1739,False
SPACE PORT,110  WOODBRIDGE CENTER DR.,WOODBRIDGE CENTER,WOODBRIDGE,NJ,07095-,True
MARKET AMUSEMENT,189  MARKET ST.,,NEWARK,NJ,07102-3707,False
HIGHWOOD AMUSEMENTS,488  ORANGE AVE. S.,,NEWARK,NJ,07103,False
McFARLAND'S MUSIC SERVICE,261  ORANGE ST.,,NEWARK,NJ,07103-3611,False
VEND-A-MART,19  ROBERT,,NUTLEY,NJ,07110-,False
DIERICKX VENDING,1316  SPRINGFIELD AVE.,,IRVINGTON,NJ,07111-1993,False
BOB'S CIGARETTE SERVICE,740  LIDGERWOOD AVE.,,ELIZABETH,NJ,07202,False
HI-CUE,333  RAHWAY AVE.,,ELIZABETH,NJ,07202-1806,False
CRYSTAL VENDING,740  LIDGERWOOD AVE.,,ELIZABETH,NJ,07202-3199,False
BARCO VENDING,806  4th AVE.,,ELIZABETH,NJ,07202-3855,False
ASTRO AMUSEMENTS,,BLOY & RAMSEY (BLDG. 2),HILLSIDE,NJ,07205-,False
MONTI-VIDEO,"1428  BROAD ST. N., P O BOX 143",,HILLSIDE,NJ,07205-,False
WEST END ARCADE & BILLIARDS,25  WESTFIELD AVE.,,ELIZABETH,NJ,07208-3215,True
I T S AMUSEMENT DIVISION,328  MONTGOMERY ST.,,JERSEY CITY,NJ,07302,False
MANNIE'S CIGARETTE SERVICE,854  COMMUNIPAW AVE.,,JERSEY CITY,NJ,07304-1396,False
CARICH AMUSEMENTS,225  HUTTON ST.,,JERSEY CITY,NJ,07307-,False
BIRTHDAY PARTY EXPRESS,,HWY. 23 & KIEL AVE.,BUTLER,NJ,07405-,False
CITY AMUSEMENTS,4  FAIR LAWN AVE.,,FAIR LAWN,NJ,07410-1221,False
VIDEO ENCOUNTERS,,PLAZA 46 W.,WEST PATERSON,NJ,07424-,True
CELEBRATION ARCADE,14  POST RD.,,OAKLAND,NJ,07436-,True
IMAGINE AMERICA,217  WANAQUE AVE.,,POMPTON LAKES,NJ,07442,False
A AMUSEMENT,211  VALLEY RD.,,WAYNE,NJ,07470-,False
FUN PALACE,,WAYNE HILLS MALL,WAYNE,NJ,07470-,True
WILLOWBROOK AMUSEMENTS / ALL VEND,,WILLOWBROOK MALL # 1860,WAYNE,NJ,07470-,True
WAYNE VENDING,187  INDIAN RD.,,WAYNE,NJ,07470-,False
PLAY-A-LOT,,SHOP-RITE PLAZA # 23,WEST MILFORD,NJ,07480-,True
MID-TOWNE AMUSEMENTS,36  MARSHALL ST.,,PATERSON,NJ,07501-1807,False
E G VENDING,19  COOK ST.,,HALEDON,NJ,07508-1409,False
G & M VENDING,151  BELMONT AVE.,,PATERSON,NJ,07522-1159,False
CHALLENGER AMUSEMENTS,210  16th ST. E.,,PATERSON,NJ,07524-,False
LOU'S AMUSEMENT,25  SADDLE RIVER AVE.,,SOUTH HACKENSACK,NJ,07606-,False
CHESS AMUSEMENT & VENDING,102  CHARLTON AVE.,,LODI,NJ,07644-,False
A J C AMUSEMENTS,515  WESTMINSTER PL.,,LODI,NJ,07644-,False
BALI HAI AMUSEMENTS,9  CRESTVIEW TER.,,MONTVALE,NJ,07645-1201,False
PINBALL WIZARD,7  ABBOTT AVE.,,PALISADES PARK,NJ,07650-,False
TONY'S VENDING SERVICES,7  ABBOTT AVE. # D,,PALISADES PARK,NJ,07650-1401,False
McGEE AMUSEMENTS,701  GRAND AVE.,,RIDGEFIELD,NJ,07657-1503,False
AL BRAUN'S P & B ELECTRONICS,854  KINDERKAMACK RD.,,RIVER EDGE,NJ,07661-2324,False
A D A AUTOMATIC SALES,"824  PALISADE AVE., P O BOX 86",,TEANECK,NJ,07666-,False
ACME AMUSEMENTS & CIGARETTE SERVICE,264  SHREWSBURY AVE.,,RED BANK,NJ,07701-1347,False
STAR AMUSEMENTS,"607  LAKE AVE. (ASBURY PARK), P O BOX 176",,ALLENHURST,NJ,07711-,False
SANDY'S ARCADE,817  BOARDWALK,,ASBURY PARK,NJ,07712,True
PIED PIPER KIDDIE RIDES,1304  ROLLER RD.,,OCEAN TWP,NJ,07712-,False
FUN-N-GAMES,,SEAVIEW SQUARE MALL # 208,OCEAN TWP,NJ,07712-,True
MAJESTIC AMUSEMENTS,409  MONROE AVE.,,ASBURY PARK,NJ,07712-6622,False
PALACE AMUSEMENTS,207  LAKE AVE.,,ASBURY PARK,NJ,07712-6694,False
BELMAR PLAYLAND,1400  OCEAN AVE.,,BELMAR,NJ,07719-2562,False
MID-STATE VENDING,184  HEYERS MILL RD.,,COLTS NECK,NJ,07722,False
SUPERCADE,180  HWY. 35 S.,MONMOUTH MALL # 248,EATONTOWN,NJ,07724-2023,True
K & Z GARDEN STATE VENDING,4  MADIGAN LN.,,ENGLISHTOWN,NJ,07726-2698,False
POST & FLEMING VENDING,272  MEGILL RD.,RD 2,FARMINGDALE,NJ,07727-9802,False
VIDEOLAND,52  BEACHWAY,,KEANSBURG,NJ,07734,False
DOUG'S KEANSBURG ARCADE,22  CARR AVE.,,KEANSBURG,NJ,07734-,True
BOB FALK ENTERPRISES,"79  BEACHWAY AVE., P O BOX 216",FUN CITY U S A,KEANSBURG,NJ,07734-,False
BOARDWALK SPORTLAND,46  BOARDWALK,,KEANSBURG,NJ,07734-,True
B & B GAMES,9  LAWRENCE WY.,,MARLBORO,NJ,07746-,False
WONKA VENDING,480  HWY. 79,,MORGANVILLE,NJ,07751-,False
DUKE OF JUKES,145  FRANKLIN RD.,,DENVILLE,NJ,07834,False
PINBALL WIZARD,150  MOUNTAIN AVE.,,HACKETTSTOWN,NJ,07840,False
PIN BALL WIZARD,,HACKETTSTOWN MALL,HACKETTSTOWN,NJ,07840-2421,True
GAME LAND,461  HWY. 10,LEDGEWOOD MALL,LEDGEWOOD,NJ,07852-9638,True
MR. TEE'S PUTT-N-PLAY,"18  18th ST. W. (NORTH BEACH HAVEN), P O BOX 582",,OXFORD,NJ,07863-,False
GAME BARN,224  SALEM ST. S.,,RANDOLPH,NJ,07869-1616,False
DAV-MAR ENTERPRISES,6  MARIAN RD.,,SPARTA,NJ,07871-,False
STEHR VENDING,"12  WOODPORT RD., P O BOX 218",,SPARTA,NJ,07871-0218,False
GAME TIME,,MORRIS COUNTY MALL,CEDAR KNOLLS,NJ,07927-,True
REM VENDING,13  EAGLE ROCK AVE.,,EAST HANOVER,NJ,07936-3199,False
GIORDANO'S AMUSEMENTS,12  GEORGIAN RD.,,MORRISTOWN,NJ,07960-5610,False
NOSTALGIC MUSIC,58  UNION AVE.,,NEW PROVIDENCE,NJ,07974-,False
FAMILY FUN FACTORY,,CHERRY HILL MALL # 754,CHERRY HILL,NJ,08002-,True
JOY VENDING,606  HOLLYWOOD AVE.,,CHERRY HILL,NJ,08002-,False
HARTLAND MINIATURE GOLF & ARCADE,104  28th W.,,SHIP BOTTOM,NJ,08008-,True
CRAZY BOB'S,700  BAY AVE. N.,,BEACH HAVEN,NJ,08008-,False
WAYSIDE VENDING,237  WHITE HORSE PIKE,,BERLIN,NJ,08009-,False
SPACE PORT,2501  MOUNT HOLLY RD.,BURLINGTON CENTER,BURLINGTON,NJ,08016-4802,True
FRANK'S POCKET BILLIARDS,105  BERLIN-CLEMENTON RD.,,CLEMENTON,NJ,08021-,False
GARDEN STATE DISTRIBUTING,323  SWARTHMORE AVE.,,GLASSBORO,NJ,08028-,False
BLACKWOOD VENDING,707  FLOODGATE RD.,,GLENDORA,NJ,08029-,False
EMPIRE VENDING,,CREEK RD. & OLD BROADWAY,BROOKLAWN,NJ,08030-,False
WEBER'S DRIVE IN,,HWY. 130,BROOKLAWN,NJ,08030-,False
VIDEO VILLAGE,,ECHELON MALL # 205,VOORHEES,NJ,08043-1903,True
FUN-CADE,1166  JENNIFER LN.,,MANAHAWKIN,NJ,08050,False
ACTION AMUSEMENT,450  FELLOWSHIP RD. S.,,MAPLE SHADE,NJ,08052-,False
PROFESSIONAL ELECTRONICS,1092  UNION MILL RD.,,MOUNT LAUREL,NJ,08054-,False
MALIBU GRAND PRIX,501  FELLOWSHIP RD.,,MOUNT LAUREL,NJ,08054-3404,False
TIME-OUT,,MOORESTOWN MALL # 22,MOORESTOWN,NJ,08057-3219,True
JAMES V PENNESE,235  NICHOLSON RD.,,WEST COLLINGSWOOD HEIGHTS,NJ,08059-,False
DOUBLE D DISTRIBUTING & MFG.,112  MAGNOLIA RD.,,PEMBERTON,NJ,08068-,False
FOUR-M VENDING SERVICE,74  BROAD N.,,PENNS GROVE,NJ,08069-,False
COSMO AMUSEMENTS,12  EAST END AVE.,,CARNEYS POINT,NJ,08069-,False
UNITED VENDING,91  VIRGINIA AVE. S.,,PENNS GROVE,NJ,08069-,False
HOMAC VENDING SERVICE,42  MAIN ST. E.,,PENNS GROVE,NJ,08069-1407,False
CO-OP VENDING,201  WASHINGTON ST. W.,,RIVERSIDE,NJ,08075-3749,False
BILL'S VENDING SERVICE,,SAWMILL RD. & TANYARD RD.,SEWELL,NJ,08080-,False
COURTESY VENDING SERVICE,11  LAKE AVE.,,SWEDESBORO,NJ,08085-1203,True
AMMO'S ARCADE,,MYSTIC ISLAND SHOPPING CENTER,TUCKERTON,NJ,08087,True
SKELLY'S AMUSEMENT,,GLASSBORO RD.,WILLIAMSTOWN,NJ,08094-,False
MALLOFUN,,DEPTFORD MALL,DEPTFORD,NJ,08096-,True
CARDINAL VENDING,321  DELSEA DR. N.,,DEPTFORD,NJ,08096-1906,False
PALACE FOOD & GAMES,243  EVERGREEN AVE. S.,,WOODBURY HEIGHTS,NJ,08097-,False
A B C AMUSEMENTS,,WOODSTOWN-ALLOWAY RD.,WOODSTOWN,NJ,08098-,False
HERMIN'S ARCADE,207  MARKET ST.,,CAMDEN,NJ,08102-,True
GOLD STAR VENDING,449  KAIGHNS AVE.,,CAMDEN,NJ,08103-2297,False
SOUTH JERSEY VENDING,1131  KAIGHNS AVE.,,CAMDEN,NJ,08103-2711,False
L S SALES,1999  FEDERAL ST.,,CAMDEN,NJ,08105-1817,False
TERMINAL AMUSEMENT,"301  CLINTON AVE. W., P O BOX 98",TERMINAL VENDING,OAKLYN,NJ,08107-,True
ZAP VENDING,307  TAYLOR AVE.,,COLLINGSWOOD,NJ,08108-2049,False
SEA LANES,"3600  BOARDWALK (SEA ISLE CITY), P O BOX 205",,AVALON,NJ,08202-,False
FAZIO'S VENDING SERVICE,270  21st ST.,,AVALON,NJ,08202-2001,False
REFLECTIONS II,1321  BRIGANTINE BL. N.,,BRIGANTINE,NJ,08203-,False
FAMILY FUN,1260  CAPE MAY AVE.,,CAPE MAY,NJ,08204-,False
BOB'S ARCADE,1362  BOARDWALK,,OCEAN CITY,NJ,08226-,True
ARGO AMUSEMENTS,3349  ASBURY AVE. S.,AQUAPORT,OCEAN CITY,NJ,08226-2027,False
JILLY'S ARCADE,1148  BOARDWALK,,OCEAN CITY,NJ,08226-3336,True
SPACE PORT II,,HAMILTON MALL,McKEE CITY,NJ,08232,True
LOUCO AMUSEMENTS,1800  VERONA AVE. W.,,WEST ATLANTIC CITY,NJ,08232-,False
SPACE PORT,,SHORE MALL,PLEASANTVILLE,NJ,08232-,True
GLOBE VENDING,14  MULBERRY AVE. W.,,PLEASANTVILLE,NJ,08232-1518,False
ATLANTIC VENDING,168  MAIN ST. N.,,PLEASANTVILLE,NJ,08232-2560,False
BOARDWALK CASINO,10  42nd ST.,,SEA ISLE CITY,NJ,08243-,True
FUN TOWN,6114  LANDIS AVE.,,SEA ISLE CITY,NJ,08243-,False
FUN CITY,210  47th ST.,,SEA ISLE CITY,NJ,08243-,False
OCEAN ARCADE,3600  BOARDWALK,,SEA ISLE CITY,NJ,08243-2131,True
HOMAC VENDING SERVICE,321  96th,,STONE HARBOR,NJ,08247-,False
HOLIDAY VENDING,,BAYSHORE RD. & ROOSEVELT BL.,DEL HAVEN,NJ,08251-,False
MILLER AMUSEMENTS,137  WALNUT AVE.,,VILLAS,NJ,08251-1836,False
NILON PIER,340  OAK AVE. E.,,WILDWOOD,NJ,08260,False
FAMILY GAME ROOM,712  NEW JERSEY AVE.,,NORTH WILDWOOD,NJ,08260-,False
BOBBY DEE'S CASINO ARCADE,3600  BOARDWALK,,WILDWOOD,NJ,08260-,True
BOARDWALK MALL ARCADE,3800  BOARDWALK,,WILDWOOD,NJ,08260-,True
APOLLO MINIATURE GOLF,4701  NEW JERSEY AVE.,,WILDWOOD,NJ,08260-,False
GATEWAY 26,,BOARDWALK & 26th,NORTH WILDWOOD,NJ,08260-,True
BIG TOP ENTERTAINMENT CENTER,6717  NEW JERSEY AVE.,,WILDWOOD CREST,NJ,08260-,True
S B RAMAGOSA & SONS,"5301  OCEAN AVE., P O BOX 4",,WILDWOOD,NJ,08260-,False
PAY BOY'S ARCADE,336  CEDAR AVE.,,WILDWOOD,NJ,08260-,True
DON LONG ENTERPRISES,5810  PACIFIC AVE.,,WILDWOOD CREST,NJ,08260-,False
DUFFER'S CHALLENGE GOLF,5200  PACIFIC AVE.,,WILDWOOD,NJ,08260-4437,False
ED'S FUN CADE,2002  BOARDWALK,,NORTH WILDWOOD,NJ,08260-5405,False
ED'S FUN CADE TOO,2216  BOARDWALK,,NORTH WILDWOOD,NJ,08260-5408,False
WILDWOOD CASINO ARCADE,2912  BOARDWALK,,WILDWOOD,NJ,08260-5419,True
SIDNEY KOFSKY VARIETY CORNER,3700  BOARDWALK,,WILDWOOD,NJ,08260-5431,False
OCEANSIDE GAME ROOM,4110  BOARDWALK,,WILDWOOD,NJ,08260-5437,False
J HAMIDY & SON,,LEBANON RD.,BRIDGETON,NJ,08302-9807,False
BILL'S AMUSEMENT,,RD 3 BX 140,MAYS LANDING,NJ,08330-,False
HERB & CONNIE'S PLACE,,SCRANTON AVE. & VENICE BL.,MIZPAH,NJ,08342-,True
TOONERVILLE NOVELTY,,PAULA'S PALACE,MONROEVILLE,NJ,08343-,False
ARCADE MANIA,75  LANDIS AVE. W.,,VINELAND,NJ,08360-,True
HARMONY MUSIC,586  GRANT E.,,VINELAND,NJ,08360-,False
CARLO'S AMUSEMENTS,954  MAIN RD. S.,,VINELAND,NJ,08360-,False
TROPICANA HOTEL & CASINO,,BOARDWALK & IOWA,ATLANTIC CITY,NJ,08401-,True
FOUR LUCKY SISTERS FROM ITALY ARCADE,1535  BOARDWALK,,ATLANTIC CITY,NJ,08401-,True
ROGER'S VIDEO CASINO,2201  BOARDWALK,,ATLANTIC CITY,NJ,08401-,False
GOLDEN NUGGET ARCADE,,BOARDWALK,ATLANTIC CITY,NJ,08401-,True
HARRAH'S MARINA HOTEL CASINO,1725  BRIGANTINE BL.,ATTN:MARK W. BEYERLE,ATLANTIC CITY,NJ,08401-,False
McDONALD AMUSEMENT MACHINE,3414  WINCHESTER AVE.,,ATLANTIC CITY,NJ,08401-3507,False
SPACE PORT,2100  BOARDWALK,OCEAN ONE MALL # 137,ATLANTIC CITY,NJ,08401-5001,True
B & H ENTERPRISES,2609  BOARDWALK,FUN SPOT,ATLANTIC CITY,NJ,08401-6411,False
PLAYCADE,2629  BOARDWALK,,ATLANTIC CITY,NJ,08401-6411,False
MUSIC BOX ENTERPRISES,211  SACRAMENTO AVE.,,VENTNOR CITY,NJ,08406-,False
LONGPORT VENDORS,802  BURGHLEY AVE. N.,,VENTNOR CITY,NJ,08406-1102,False
GLASSHILL LEISURE,79  DANBURY CT.,,EAST WINDSOR,NJ,08520-,False
KABO AMUSEMENT,409  MERCER ST.,,HIGHTSTOWN,NJ,08520-4404,False
GAMELAND,519  NEW PROSPECT RD.,PROSPECT PLAZA,JACKSON,NJ,08527-,True
BEST AMUSEMENTS,2910  BROAD ST. S.,,TRENTON,NJ,08610,False
CAPITOL CITY VENDING,3106  BROAD ST. S.,,TRENTON,NJ,08610-3610,False
ROYAL VENDING,1827  CHAMBERS ST.,,TRENTON,NJ,08610-5449,False
CAPITOL CITY AMUSEMENTS,19  AMDERSON ST.,,TRENTON,NJ,08611-,False
BROWN'S AMUSEMENT & VENDING,1201  CLINTON AVE. S.,,TRENTON,NJ,08611-1433,True
J C VENDING MACHINES,"947  SOUTHARD ST., P O BOX 5045",,TRENTON,NJ,08638-,False
ARCO-REX AMUSEMENT,400  STOKES AVE.,,TRENTON,NJ,08638-3734,False
SPACE PORT,,QUAKER BRIDGE MALL # 144,LAWRENCEVILLE,NJ,08648-,True
ATLANTIC COAST AMUSEMENTS,101  PENNANT AVE.,RIVERSIDE AMUSEMENTS,BEACHWOOD,NJ,08722-4025,False
THAM VENDING & AMUSEMENTS,428  LAKE BARNEGAT DR. # A,,FORKED RIVER,NJ,08731,False
MANASQUAN ARCADE,232  BEACHFRONT,,MANASQUAN,NJ,08736,True
SOUTH BEACH ARCADE,"610  OCEAN AVE., P O BOX 1211",,POINT PLEASANT BEACH,NJ,08742,True
JENKINSON'S SOUTH,P O BOX 1211,BOARDWALK,POINT PLEASANT BEACH,NJ,08742-,True
POINT PLEASANT ARCADE,,BOARDWALK & PARKWAY,POINT PLEASANT BEACH,NJ,08742-,True
FRANK'S AMUSEMENT ARCADE,"407  BOARDWALK, P O BOX 1345",,POINT PLEASANT BEACH,NJ,08742-,True
LUCKY LEO'S,310  BOARDWALK,,SEASIDE HEIGHTS,NJ,08751-,False
BOARDWALK ARCADE,115  BOARDWALK,,SEASIDE HEIGHTS,NJ,08751-,True
CASINO ROYALE,609  BOARDWALK,,SEASIDE HEIGHTS,NJ,08751-,False
LUCKY'S ARCADE,1215  BOARDWALK,,SEASIDE HEIGHTS,NJ,08751-,True
BARNACLE BILL'S AMUSEMENTS,1968  GRAND CENTRAL AVE.,,ORTLEY BEACH,NJ,08751-,False
ROYAL ARCADE,"11  BOARDWALK, P O BOX 223",,SEASIDE HEIGHTS,NJ,08751-,True
SONNY'S & RICKEY'S,608  OCEAN TER.,,SEASIDE HEIGHTS,NJ,08751-2114,False
CASINO AMUSEMENT ARCADE,34  SHERMAN AVE.,,SEASIDE HEIGHTS,NJ,08751-2145,True
HENRY'S PLAYLAND,715  BOARDWALK,,SEASIDE HEIGHTS,NJ,08751-2148,False
BIG TOP ARCADE,1020  BOARDWALK,,SEASIDE HEIGHTS,NJ,08751-2199,True
CENTRAL ARCADE,401  BOARDWALK,,SEASIDE HEIGHTS,NJ,08751-2509,True
COIN CASTLE,500  BOARDWALK,,SEASIDE HEIGHTS,NJ,08751-2512,False
FUNTOWN,1819  PROMENADE,,SEASIDE PARK,NJ,08752-1240,False
BAT 'EM OUT,543  VINE AVE.,,TOMS RIVER,NJ,08753-,False
DYNAMIC AMUSEMENTS,6  BUDD CT.,,TOMS RIVER,NJ,08753-,False
CONTINENTAL VENDING,745  AMERICANA CT.,,TOMS RIVER,NJ,08753-,False
S & S AMUSEMENT,1201  LAKEWOOD RD.,,TOMS RIVER,NJ,08753-2796,False
GAME ROOM,1201  HOOPER AVE.,OCEAN COUNTY MALL,TOMS RIVER,NJ,08753-3330,True
EIGHT ON THE BREAK,340  NORTH AVE.,,DUNELLEN,NJ,08812-1221,False
FUN-N-GAMES,755  HWY. 18,BRUNSWICK SQUARE MALL,EAST BRUNSWICK,NJ,08816-,True
ESKIN,323  OLD BRIDGE TPK.,,EAST BRUNSWICK,NJ,08816-2392,False
ALPHA-OMEGA AMUSEMENT SALES,6  SUTTON PL.,,EDISON,NJ,08817-,False
HIGHWOOD DEVELOPMENT,3  SMALLEY RD.,,EDISON,NJ,08817-,False
SUPERCADE,,FLEMINGTON MALL,FLEMINGTON,NJ,08822-,True
MAGLIONE'S FAMILY GAME ROOM,430  LINCOLN HWY.,,ISELIN,NJ,08830-1761,False
ASSOCIATED AMUSEMENTS,53  MAIN ST.,,METUCHEN,NJ,08840-,False
BRUCE AMUSEMENTS,532  NEW BRUNSWICK AVE.,,FORDS,NJ,08863-2192,False
LOUIS E WANISKO,324  FIRTH ST.,,PHILLIPSBURG,NJ,08865-2598,False
MAIN AMUSEMENT,51  THOMPSON ST,,RARITAN,NJ,08869-,False
TRICORP AMUSEMENTS,53  MARCY ST.,,SOMERSET,NJ,08873-1057,False
TOP AMUSEMENT,26  ADAM BL.,,SOUTH AMBOY,NJ,08879-1976,False
PARKWAY VENDING,24  ROBERT ST.,,SOUTH RIVER,NJ,08882-2322,True
VEND-O-MATIC,981  CLARK RD.,,NORTH BRUNSWICK,NJ,08902-2265,False
E J's PINBALL PLACE,157  ALLEN ST.,,NEW YORK CITY,NY,10002-,True
B & J AMUSEMENT,246  36th ST. W.,,NEW YORK CITY,NY,10018,False
BROADWAY ARCADE,1659  BROADWAY,,NEW YORK CITY,NY,10019-,True
ATOMIC MUSIC,271  125th ST. W.,,NEW YORK CITY,NY,10027-4424,False
J P STEVENS,1185  AVENUE OF THE AMERICAS,,NEW YORK CITY,NY,10036-,False
1565 AMUSEMENTS,1565  BROADWAY,,NEW YORK CITY,NY,10036-1517,False
M J L OPERATING,641  10th AVE.,,NEW YORK CITY,NY,10036-2909,False
MANHATTAN COIN MACHINE,593  10th AVE.,,NEW YORK CITY,NY,10036-3008,False
C M G VENDING,600  10th AVE.,,NEW YORK CITY,NY,10036-3014,False
1485 BROADWAY,1485  BROADWAY,,NEW YORK CITY,NY,10036-6519,False
STATION BREAK,,PENNSYLVANIA PLAZA # 1,NEW YORK CITY,NY,10119-0118,True
LA MORTE'S CIGARETTE & MUSIC SERVICE,272  YORK AVE.,,STATEN ISLAND,NY,10301-2222,False
J F K AMUSEMENTS,2239  FOREST AVE.,,STATEN ISLAND,NY,10303-,False
VALENTI'S AUTOMATIC MUSIC & AMUSEMENT,600  STEUDEN ST.,,STATEN ISLAND,NY,10305-,False
STATEN ISLAND AMUSEMENT MACHINE,59  ST. MARYS AVE.,,ROSEBANK,NY,10305-1833,False
A L P GAMES,950  ANDERSON AVE.,,BRONX,NY,10452,False
MUSICAL MOMENTS,2773  WEBSTER AVE.,,BRONX,NY,10458-3010,False
BAND WAGON AMUSEMENTS,393  198th ST. E.,,BRONX,NY,10458-3192,False
KING AMUSEMENT,2506  HUGHES AVE.,,BRONX,NY,10458-6111,False
GAMES PEOPLE PLAY,1420  ST. PETERS AVE.,,BRONX,NY,10461-3504,False
D A Z AMUSEMENT INDUSTRIES,2005  HOBART AVE.,,BRONX,NY,10461-3916,False
McCANN AMUSEMENT,2271  WESTCHESTER AVE.,,BRONX,NY,10462,False
STUART AUDIO VISUAL & AMUSEMENTS,1603  UNIONPORT RD.,,BRONX,NY,10462-,False
B & G VENDING,3220  TIEMAN AVE.,,NEW YORK CITY,NY,10469,False
FAMILY AMUSEMENT,2040  177th ST. E.,,BRONX,NY,10472-5001,False
FAMILY FUN,,PUTNAM PLAZA,CARMEL,NY,10512-,True
WESTCHESTER NOVELTY & MUSIC,5  BANK ST.,,CROTON-ON-HUDSON,NY,10520-2507,False
AMERICAN ENTERPRISES,,AGOR LN.,MAHOPAC,NY,10541-9811,False
PACHINKO PALACE,409  FENIMORE RD.,,MAMARONECK,NY,10543,False
ELECTRIC PLAYHOUSE,255  BEDFORD RD. N.,,MOUNT KISKO,NY,10549-1104,False
BAYCHESTER VENDING,316  3rd ST. E.,,MOUNT VERNON,NY,10550-,False
COUNTY AMUSEMENT,19  BEECHWOOD AVE.,,MOUNT VERNON,NY,10553-,False
YONKERS VENDING,263  CROTON DAM RD.,,OSSINING,NY,10562-2642,False
PARADISE AMUSEMENTS,,PLAYLAND PKWY.,RYE,NY,10580-,False
ARCHIE AMUSEMENT,90  FERRIS AVE.,,WHITE PLAINS,NY,10603-3404,False
WESTCHESTER VENDING,44  LINCOLN AVE.,,PELHAM,NY,10803-1199,False
AMUSEMENT CONSULTANTS,14  WEYMAN AVE.,,NEW ROCHELLE,NY,10805-,False
AMUSEMENT CONCEPTS,460  HWY. 211 E.,ORANGE PLAZA MALL,MIDDLETOWN,NY,10940-2202,True
JUST FUN II,460  HWY. 211 E.,ORANGE PLAZA MALL,MIDDLETOWN,NY,10940-2202,True
AARROW AMUSEMENTS,35  FLETCHER RD. # C,,MONSEY VALLEY,NY,10952-,True
WIZARD OF VIDEO,,HWY. 59,MONSEY,NY,10952-,False
TAPPAN ZEE AMUSEMENTS,5  ASH ST.,,MONSEY,NY,10952-1620,False
SUPER AMUSEMENTS,233  HWY. 59 W.,,NANUET,NY,10954-2218,False
ALADDIN'S CASTLE,,NANUET MALL # 226,NANUET,NY,10954-2708,True
MR. ARCADE,210  HWY. 59 E.,,NANUET,NY,10954-2905,True
NEW CITY AMUSEMENT & VENDING,25  ORIOLE RD.,,NEW CITY,NY,10956-6318,False
R G M SERVICES,13  SCHOOLHOUSE LN.,,ORANGEBURG,NY,10962-,False
AMERICAN AMUSEMENT & VENDING,40  GROVE,,SPRING VALLEY,NY,10977-4852,False
NORTHEAST AMUSEMENT,16  FRANK RD.,RD 2 BX 69,STONY POINT,NY,10980-9768,False
ELKAY VENDING,574  CHERRY LN.,,FLORAL PARK,NY,11001-1699,False
VEND SERVICE,145  NORFIELD BL.,,ELMONT,NY,11003-,False
ISLAND VENDING,659  ADONIA ST.,,FRANKLIN SQUARE,NY,11010-3312,False
SCIENTIFIC ENTERTAINMENT,378  GREAT NECK RD.,,GREAT NECK,NY,11021-4227,False
LONG ISLAND TOBACCO,"110  2nd ST. S., P O BOX ""I""",,NEW HYDE PARK,NY,11040,False
ASTRO AMUSEMENTS,3405  45th ST.,,LONG ISLAND CITY,NY,11101,False
LIDO VENDING,4510  SKILLMAN AVE.,,LONG ISLAND CITY,NY,11104-,False
MONTE CARLO VENDING,1925  DITMARS BL.,,ASTORIA,NY,11105-3605,False
